review,model,sentiment,clean_text
"The movie was a bit predictable, but still enjoyable.",Gemini-1.5-Flash,neutral,movie bit predictable still enjoyable
The event was well-paced.  It didn't drag on.,Gemini-1.5-Flash,neutral,event well paced drag
The venue was accessible.  Easy to get to.,Gemini-1.5-Flash,neutral,venue accessible easy get
The product was a decent value for the money.,Gemini-1.5-Flash,neutral,product decent value money
The movie was a good way to spend an evening.,Gemini-1.5-Flash,neutral,movie good way spend evening
The event was pleasant enough.  It was a nice way to spend an afternoon.,Gemini-1.5-Flash,neutral,event pleasant enough nice way spend afternoon
The venue was clean and well-maintained.,Gemini-1.5-Flash,neutral,venue clean well maintained
The product was functional and reliable.  It did its job.,Gemini-1.5-Flash,neutral,product functional reliable job
"The movie was a decent watch.  I wouldn't say it was amazing, but it was fine.",Gemini-1.5-Flash,neutral,movie decent watch say amazing fine
"The event was okay, but could have been better.",Gemini-1.5-Flash,neutral,event okay could better
"The venue was alright, nothing special.",Gemini-1.5-Flash,neutral,venue alright nothing special
"The product was a bit underwhelming, but it worked.",Gemini-1.5-Flash,neutral,product bit underwhelming worked
"The movie was a bit slow-paced, but the story was good.",Gemini-1.5-Flash,neutral,movie bit slow paced story good
"The event was well-organized, but a bit pricey.",Gemini-1.5-Flash,neutral,event well organized bit pricey
"The venue was a bit far out, but it was nice.",Gemini-1.5-Flash,neutral,venue bit far nice
"The product was a bit complicated to use, but it worked well.",Gemini-1.5-Flash,neutral,product bit complicated use worked well
"The movie was okay, I guess.  It wasn't bad, but it wasn't great.",Gemini-1.5-Flash,neutral,movie okay guess bad great
"The event was enjoyable, but a bit short.",Gemini-1.5-Flash,neutral,event enjoyable bit short
The venue was clean and modern.,Gemini-1.5-Flash,neutral,venue clean modern
The product was a decent option.  It met my needs.,Gemini-1.5-Flash,neutral,product decent option met need
The movie was an average film.  Nothing particularly memorable.,Gemini-1.5-Flash,neutral,movie average film nothing particularly memorable
"The event was a bit crowded, but the atmosphere was good.",Gemini-1.5-Flash,neutral,event bit crowded atmosphere good
The venue was easy to find and park at.,Gemini-1.5-Flash,neutral,venue easy find park
The product was simple to use and effective.,Gemini-1.5-Flash,neutral,product simple use effective
"The movie was a bit predictable, but entertaining nonetheless.",Gemini-1.5-Flash,neutral,movie bit predictable entertaining nonetheless
The event was well-organized and ran smoothly.,Gemini-1.5-Flash,neutral,event well organized ran smoothly
The venue was comfortable and spacious.,Gemini-1.5-Flash,neutral,venue comfortable spacious
The product was a good value for the money.  It was worth the price.,Gemini-1.5-Flash,neutral,product good value money worth price
"The movie was okay, but nothing special.",Gemini-1.5-Flash,neutral,movie okay nothing special
"The event was a bit underwhelming, but it was okay.",Gemini-1.5-Flash,neutral,event bit underwhelming okay
The venue was clean and well-maintained.,Gemini-1.5-Flash,neutral,venue clean well maintained
The product was functional and reliable.,Gemini-1.5-Flash,neutral,product functional reliable
"The movie was a decent watch.  It wasn't amazing, but it was watchable.",Gemini-1.5-Flash,neutral,movie decent watch amazing watchable
"The event was okay, but a bit overpriced.",Gemini-1.5-Flash,neutral,event okay bit overpriced
"The venue was a bit noisy, but otherwise okay.",Gemini-1.5-Flash,neutral,venue bit noisy otherwise okay
"The product was a bit flimsy, but it worked.",Gemini-1.5-Flash,neutral,product bit flimsy worked
"The movie was a bit slow, but the acting was good.",Gemini-1.5-Flash,neutral,movie bit slow acting good
"The event was well-organized, but a bit boring.",Gemini-1.5-Flash,neutral,event well organized bit boring
The venue was conveniently located.,Gemini-1.5-Flash,neutral,venue conveniently located
"The product was a simple, effective tool.",Gemini-1.5-Flash,neutral,product simple effective tool
The movie was okay for a lazy Sunday afternoon.,Gemini-1.5-Flash,neutral,movie okay lazy sunday afternoon
"The event was average, nothing to write home about.",Gemini-1.5-Flash,neutral,event average nothing write home
The venue was clean and comfortable.,Gemini-1.5-Flash,neutral,venue clean comfortable
The product was a decent purchase.  It did what it was supposed to do.,Gemini-1.5-Flash,neutral,product decent purchase supposed
"The movie was a bit predictable, but still enjoyable.",Gemini-1.5-Flash,neutral,movie bit predictable still enjoyable
"The event was well-attended, but a bit crowded.",Gemini-1.5-Flash,neutral,event well attended bit crowded
The venue was accessible and easy to get to.,Gemini-1.5-Flash,neutral,venue accessible easy get
The product was a good value for the price.,Gemini-1.5-Flash,neutral,product good value price
The movie was a decent way to spend an evening.,Gemini-1.5-Flash,neutral,movie decent way spend evening
The event was pleasant enough.  It was a nice way to spend some time.,Gemini-1.5-Flash,neutral,event pleasant enough nice way spend time
The venue was clean and well-maintained.,Gemini-1.5-Flash,neutral,venue clean well maintained
The product was functional and reliable.  It did its job.,Gemini-1.5-Flash,neutral,product functional reliable job
"The movie was a decent watch.  It wasn't amazing, but it was fine.",Gemini-1.5-Flash,neutral,movie decent watch amazing fine
"The event was okay, but could have been better.",Gemini-1.5-Flash,neutral,event okay could better
"The venue was alright, nothing special.",Gemini-1.5-Flash,neutral,venue alright nothing special
"The product was a bit underwhelming, but it worked.",Gemini-1.5-Flash,neutral,product bit underwhelming worked
"The movie was a bit slow-paced, but the story was good.",Gemini-1.5-Flash,neutral,movie bit slow paced story good
"The event was well-organized, but a bit pricey.",Gemini-1.5-Flash,neutral,event well organized bit pricey
"The venue was a bit far out, but it was nice.",Gemini-1.5-Flash,neutral,venue bit far nice
"The product was a bit complicated to use, but it worked well.",Gemini-1.5-Flash,neutral,product bit complicated use worked well
"The movie was okay, I guess. It wasn't bad, but it wasn't great.",Gemini-1.5-Flash,neutral,movie okay guess bad great
"The event was enjoyable, but a bit short.",Gemini-1.5-Flash,neutral,event enjoyable bit short
The venue was clean and modern.,Gemini-1.5-Flash,neutral,venue clean modern
The product was a decent option. It met my needs.,Gemini-1.5-Flash,neutral,product decent option met need
The movie was an average film. Nothing particularly memorable.,Gemini-1.5-Flash,neutral,movie average film nothing particularly memorable
"The event was a bit crowded, but the atmosphere was good.",Gemini-1.5-Flash,neutral,event bit crowded atmosphere good
The venue was easy to find and park at.,Gemini-1.5-Flash,neutral,venue easy find park
The product was simple to use and effective.,Gemini-1.5-Flash,neutral,product simple use effective
"The movie was a bit predictable, but entertaining nonetheless.",Gemini-1.5-Flash,neutral,movie bit predictable entertaining nonetheless
The event was well-organized and ran smoothly.,Gemini-1.5-Flash,neutral,event well organized ran smoothly
The venue was comfortable and spacious.,Gemini-1.5-Flash,neutral,venue comfortable spacious
The product was a good value for the money. It was worth the price.,Gemini-1.5-Flash,neutral,product good value money worth price
"The movie was okay, but nothing special.",Gemini-1.5-Flash,neutral,movie okay nothing special
"The event was a bit underwhelming, but it was okay.",Gemini-1.5-Flash,neutral,event bit underwhelming okay
The venue was clean and well-maintained.,Gemini-1.5-Flash,neutral,venue clean well maintained
The product was functional and reliable.,Gemini-1.5-Flash,neutral,product functional reliable
"The concert was alright, a bit loud for my taste, but the venue was nice and easy to get to.",Gemini-1.5-Flash,neutral,concert alright bit loud taste venue nice easy get
"Pretty good movie, I've seen better, but it wasn't a waste of time.  The acting was decent.",Gemini-1.5-Flash,neutral,pretty good movie seen better waste time acting decent
"This product is okay, does what it's supposed to, nothing special.  I might buy it again.",Gemini-1.5-Flash,neutral,product okay supposed nothing special might buy
"The pizza was just average.  The crust was a bit too thin, but the toppings were fresh.",Gemini-1.5-Flash,neutral,pizza average crust bit thin topping fresh
"That new event was interesting. I learned a few things, but it could have been better organized.",Gemini-1.5-Flash,neutral,new event interesting learned thing could better organized
"The venue was clean and spacious.  Parking was a bit of a hassle, though.  Overall, a decent experience.",Gemini-1.5-Flash,neutral,venue clean spacious parking bit hassle though overall decent experience
"I'm not sure about this new phone. The camera is good, but the battery life is terrible.",Gemini-1.5-Flash,neutral,sure new phone camera good battery life terrible
"This book was a bit slow to start, but it picked up towards the end.  Worth a read.",Gemini-1.5-Flash,neutral,book bit slow start picked towards end worth read
The service at the restaurant was prompt and friendly.  The food was average.,Gemini-1.5-Flash,neutral,service restaurant prompt friendly food average
"This coffee is pretty strong, a bit too strong for my liking, but the flavor is good.",Gemini-1.5-Flash,neutral,coffee pretty strong bit strong liking flavor good
"The game was exciting, even though my team lost.  The stadium was packed.",Gemini-1.5-Flash,neutral,game exciting even though team lost stadium packed
The hotel was comfortable enough for a short stay.  The breakfast was underwhelming.,Gemini-1.5-Flash,neutral,hotel comfortable enough short stay breakfast underwhelming
